epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,78199.9,0.93309,0.46545,0.93668,0.83845,0.80481,0.85014,0.50002,1.22153,0.55026,1.05566,0.0006238,0.0006238,0.0006238
116,78881.1,0.93067,0.46485,0.93425,0.86898,0.77938,0.85096,0.49588,1.2223,0.55227,1.05838,0.0006205,0.0006205,0.0006205
117,79561.4,0.93082,0.46557,0.93543,0.82371,0.80788,0.84666,0.50144,1.2217,0.55057,1.05816,0.0006172,0.0006172,0.0006172
118,80244.3,0.92275,0.46058,0.93097,0.88934,0.77429,0.85222,0.50577,1.22121,0.55097,1.05587,0.0006139,0.0006139,0.0006139
119,80925.2,0.9208,0.45716,0.93108,0.86565,0.78809,0.85238,0.50115,1.22398,0.54871,1.05837,0.0006106,0.0006106,0.0006106
120,81605.5,0.92073,0.45805,0.93278,0.85403,0.79645,0.85218,0.50082,1.22346,0.5499,1.05795,0.0006073,0.0006073,0.0006073
121,82285.9,0.91738,0.45773,0.93205,0.87435,0.76816,0.85127,0.50244,1.22473,0.55148,1.06066,0.000604,0.000604,0.000604
122,82965.5,0.90743,0.45188,0.92598,0.86319,0.78426,0.85103,0.50742,1.2251,0.55172,1.06113,0.0006007,0.0006007,0.0006007
123,83644.7,0.91189,0.45545,0.9281,0.8693,0.78319,0.84591,0.50179,1.22525,0.54922,1.06161,0.0005974,0.0005974,0.0005974
124,84319.2,0.90858,0.45031,0.92711,0.85971,0.79627,0.84782,0.50269,1.22807,0.54947,1.06478,0.0005941,0.0005941,0.0005941
125,84998,0.90393,0.44917,0.92621,0.85107,0.81512,0.85505,0.50759,1.22825,0.54822,1.06372,0.0005908,0.0005908,0.0005908
126,85677.1,0.90457,0.44874,0.92615,0.89859,0.79552,0.85614,0.51107,1.22923,0.54775,1.06253,0.0005875,0.0005875,0.0005875
127,86360.4,0.90019,0.44986,0.92266,0.89985,0.78648,0.85396,0.50466,1.23142,0.5477,1.06377,0.0005842,0.0005842,0.0005842
128,87038.9,0.89636,0.44707,0.92228,0.86206,0.79035,0.85051,0.50328,1.23067,0.54776,1.06374,0.0005809,0.0005809,0.0005809
129,87717.4,0.89697,0.443,0.92221,0.87471,0.78397,0.85381,0.50401,1.23308,0.55127,1.06308,0.0005776,0.0005776,0.0005776
130,88395.3,0.88405,0.43939,0.91895,0.87445,0.78895,0.84657,0.4951,1.23417,0.54941,1.06608,0.0005743,0.0005743,0.0005743
131,89074.8,0.89247,0.44444,0.92055,0.8725,0.78736,0.85048,0.4976,1.23377,0.5493,1.06513,0.000571,0.000571,0.000571
132,89753.1,0.88343,0.43778,0.92006,0.87251,0.77456,0.84961,0.50151,1.23248,0.54857,1.06486,0.0005677,0.0005677,0.0005677
133,90431.6,0.88237,0.43838,0.91843,0.85319,0.79205,0.8492,0.50042,1.23058,0.54994,1.06374,0.0005644,0.0005644,0.0005644
134,91111.2,0.87503,0.43715,0.91745,0.87213,0.76981,0.85122,0.50393,1.23001,0.54871,1.06322,0.0005611,0.0005611,0.0005611
135,91794.1,0.86906,0.43288,0.91802,0.86223,0.78578,0.85362,0.50509,1.22944,0.54897,1.06438,0.0005578,0.0005578,0.0005578
136,92472.5,0.87363,0.43468,0.91617,0.89081,0.77376,0.85387,0.5051,1.23026,0.54803,1.06406,0.0005545,0.0005545,0.0005545
137,93151.2,0.86731,0.43172,0.91336,0.88092,0.77981,0.85347,0.4992,1.231,0.54755,1.06516,0.0005512,0.0005512,0.0005512
138,93828.8,0.87171,0.43389,0.91506,0.8925,0.77678,0.85422,0.4995,1.23017,0.55047,1.06471,0.0005479,0.0005479,0.0005479
139,94511.2,0.8614,0.4328,0.91522,0.89915,0.76543,0.85358,0.50117,1.23345,0.55012,1.06738,0.0005446,0.0005446,0.0005446
140,95190.3,0.85937,0.42798,0.91252,0.85,0.79926,0.85379,0.50108,1.23609,0.54894,1.06746,0.0005413,0.0005413,0.0005413
141,95868.2,0.85442,0.42399,0.91166,0.88052,0.77023,0.85007,0.50226,1.23299,0.54789,1.067,0.000538,0.000538,0.000538
142,96545.1,0.85805,0.42719,0.91215,0.87859,0.76575,0.8491,0.50068,1.23128,0.54871,1.06543,0.0005347,0.0005347,0.0005347
143,97223.1,0.85062,0.42644,0.91027,0.87915,0.77434,0.85353,0.50018,1.23407,0.55165,1.06665,0.0005314,0.0005314,0.0005314
144,97901.5,0.84647,0.42248,0.90776,0.84481,0.79465,0.84982,0.50175,1.23578,0.5527,1.06801,0.0005281,0.0005281,0.0005281
145,98583.1,0.84186,0.42081,0.90614,0.86192,0.78522,0.85083,0.50168,1.23597,0.5505,1.06792,0.0005248,0.0005248,0.0005248
146,99262.5,0.84271,0.42004,0.90631,0.85968,0.78346,0.85045,0.49853,1.23513,0.54914,1.06788,0.0005215,0.0005215,0.0005215
147,99933.9,0.84482,0.41899,0.90637,0.87411,0.77086,0.85068,0.50206,1.23741,0.55133,1.07089,0.0005182,0.0005182,0.0005182
148,100613,0.8368,0.41971,0.90761,0.90076,0.75661,0.85261,0.50429,1.23772,0.55058,1.07219,0.0005149,0.0005149,0.0005149
149,101291,0.8415,0.41976,0.90892,0.84733,0.80414,0.85567,0.50561,1.23651,0.54974,1.072,0.0005116,0.0005116,0.0005116
150,101968,0.8389,0.41666,0.9069,0.86947,0.79524,0.85335,0.50494,1.23505,0.55035,1.07161,0.0005083,0.0005083,0.0005083
151,102647,0.82679,0.41512,0.90552,0.86821,0.79625,0.85248,0.50668,1.23478,0.55055,1.07145,0.000505,0.000505,0.000505
152,103324,0.82803,0.41423,0.90266,0.83386,0.81518,0.84983,0.50606,1.23381,0.54955,1.07155,0.0005017,0.0005017,0.0005017
153,104002,0.82847,0.41303,0.90423,0.84474,0.80325,0.85066,0.50517,1.23302,0.54988,1.07153,0.0004984,0.0004984,0.0004984
154,104680,0.82627,0.40943,0.90344,0.8319,0.81714,0.85042,0.50875,1.23328,0.54947,1.07134,0.0004951,0.0004951,0.0004951
155,105359,0.8244,0.41134,0.90207,0.89436,0.76394,0.84983,0.50414,1.23434,0.5488,1.07224,0.0004918,0.0004918,0.0004918
156,106038,0.81456,0.40682,0.89919,0.89398,0.78217,0.84958,0.50374,1.23497,0.54909,1.07268,0.0004885,0.0004885,0.0004885
157,106716,0.81843,0.40707,0.89739,0.89168,0.78201,0.85216,0.50685,1.23623,0.54959,1.07288,0.0004852,0.0004852,0.0004852
158,107395,0.80078,0.40055,0.89698,0.90306,0.7724,0.85301,0.50683,1.23655,0.55001,1.07196,0.0004819,0.0004819,0.0004819
159,108074,0.81223,0.40613,0.89839,0.87786,0.787,0.85159,0.50349,1.23676,0.55013,1.07298,0.0004786,0.0004786,0.0004786
160,108751,0.80739,0.40302,0.89862,0.88479,0.77935,0.85037,0.50449,1.23681,0.55054,1.0736,0.0004753,0.0004753,0.0004753
161,109428,0.8018,0.40103,0.89527,0.89389,0.7589,0.84911,0.50303,1.23915,0.55015,1.07449,0.000472,0.000472,0.000472
162,110106,0.80407,0.40301,0.89402,0.88424,0.77495,0.84947,0.5053,1.23991,0.55069,1.074,0.0004687,0.0004687,0.0004687
163,110787,0.79156,0.39568,0.89529,0.87562,0.78761,0.84839,0.50515,1.23974,0.55228,1.07382,0.0004654,0.0004654,0.0004654
164,111461,0.79278,0.39692,0.89302,0.882,0.77965,0.84754,0.50819,1.23947,0.55243,1.0739,0.0004621,0.0004621,0.0004621
165,112139,0.79976,0.39913,0.89635,0.88185,0.77578,0.84765,0.50767,1.23909,0.55193,1.07408,0.0004588,0.0004588,0.0004588
166,112816,0.78997,0.39591,0.89569,0.87398,0.79047,0.84662,0.50727,1.23827,0.55219,1.07468,0.0004555,0.0004555,0.0004555
167,113495,0.78813,0.39206,0.89108,0.87353,0.78851,0.84632,0.50721,1.2376,0.55228,1.07507,0.0004522,0.0004522,0.0004522
168,114172,0.78728,0.39269,0.89271,0.90206,0.77566,0.84867,0.50752,1.23732,0.55195,1.0751,0.0004489,0.0004489,0.0004489
169,114851,0.78138,0.39179,0.88911,0.90128,0.78005,0.85085,0.50778,1.23828,0.54976,1.07607,0.0004456,0.0004456,0.0004456
170,115529,0.7815,0.38986,0.8901,0.87089,0.79526,0.84982,0.50946,1.2383,0.5485,1.07666,0.0004423,0.0004423,0.0004423
171,116207,0.78166,0.39039,0.8902,0.90533,0.77642,0.85086,0.50847,1.23861,0.54827,1.0767,0.000439,0.000439,0.000439
172,116885,0.78009,0.39164,0.89182,0.89912,0.7818,0.85072,0.50841,1.23897,0.54829,1.07703,0.0004357,0.0004357,0.0004357
173,117561,0.78137,0.39181,0.88836,0.88976,0.78079,0.85053,0.5081,1.23825,0.54839,1.07686,0.0004324,0.0004324,0.0004324
174,118239,0.77326,0.3881,0.88667,0.87762,0.79662,0.8531,0.50714,1.23876,0.54847,1.07751,0.0004291,0.0004291,0.0004291
175,118919,0.77756,0.3886,0.88719,0.89277,0.79061,0.85324,0.50863,1.23805,0.54943,1.07726,0.0004258,0.0004258,0.0004258
176,119598,0.77637,0.38753,0.88736,0.89243,0.78517,0.85322,0.50824,1.23799,0.54906,1.07798,0.0004225,0.0004225,0.0004225
177,120276,0.77242,0.38821,0.88965,0.87827,0.79269,0.852,0.50726,1.23802,0.54901,1.0783,0.0004192,0.0004192,0.0004192
178,120955,0.76306,0.38277,0.88837,0.90228,0.7893,0.85262,0.507,1.23833,0.54928,1.07872,0.0004159,0.0004159,0.0004159
179,121628,0.77335,0.38949,0.88739,0.89189,0.79156,0.85317,0.50662,1.23803,0.54973,1.07895,0.0004126,0.0004126,0.0004126
180,122306,0.76469,0.38302,0.88581,0.90043,0.79181,0.852,0.50338,1.23783,0.55024,1.0794,0.0004093,0.0004093,0.0004093
181,122985,0.75998,0.37982,0.88276,0.9005,0.79209,0.85256,0.50441,1.23839,0.55094,1.07969,0.000406,0.000406,0.000406
